Store,Item,Category,Forecasted_Sales,Historical_Average,Growth_Rate_pct,Primary_Action,Severity_Level,Trend_Advice,Seasonality_Advice,Confidence_Score_pct,SHAP_Reason
8,34,Groceries,30.88,31.0,-0.4,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,35,Groceries,76.66,79.08,-3.06,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,36,Groceries,93.25,91.92,1.45,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,37,Groceries,34.94,35.11,-0.5,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,38,Groceries,93.38,96.66,-3.4,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,39,Groceries,55.29,52.37,5.58,Increase inventory levels,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and sales_lag_7 show strong upward demand trend.
8,40,Groceries,33.6,35.14,-4.38,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,41,Health & Beauty,26.85,26.33,1.99,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,42,Health & Beauty,44.69,44.17,1.17,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,43,Health & Beauty,58.89,61.45,-4.17,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,44,Health & Beauty,34.87,35.38,-1.44,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,45,Health & Beauty,91.69,96.78,-5.26,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
8,46,Health & Beauty,70.39,70.35,0.06,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,47,Health & Beauty,26.23,26.49,-0.97,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,48,Health & Beauty,61.64,61.09,0.91,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,49,Health & Beauty,32.9,35.17,-6.45,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
8,50,Health & Beauty,77.71,79.05,-1.69,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,1,Electronics,21.53,22.73,-5.28,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
9,2,Electronics,60.64,60.4,0.4,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,3,Electronics,36.84,37.68,-2.23,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,5,Electronics,19.66,18.76,4.79,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,36,Groceries,77.1,79.66,-3.22,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,37,Groceries,30.97,29.99,3.26,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,38,Groceries,80.96,82.49,-1.85,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,21,Home Goods,44.68,44.0,1.53,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,22,Home Goods,90.35,88.54,2.04,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,23,Home Goods,32.31,32.27,0.11,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,24,Home Goods,73.72,72.76,1.33,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,25,Home Goods,85.02,88.5,-3.93,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,26,Home Goods,48.29,52.34,-7.73,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
10,27,Home Goods,24.54,24.14,1.67,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,28,Home Goods,96.25,96.41,-0.16,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,29,Home Goods,75.55,76.49,-1.22,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,30,Home Goods,44.85,44.53,0.72,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,31,Groceries,63.77,64.57,-1.23,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,32,Groceries,47.37,48.17,-1.66,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,33,Groceries,72.68,76.42,-4.89,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,34,Groceries,25.65,28.17,-8.95,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
10,35,Groceries,69.15,71.88,-3.8,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,36,Groceries,82.0,84.76,-3.26,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,37,Groceries,32.03,32.04,-0.02,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,38,Groceries,89.3,88.04,1.43,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,39,Groceries,47.28,48.22,-1.94,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,40,Groceries,31.85,32.22,-1.13,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,41,Health & Beauty,23.65,24.13,-1.98,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,42,Health & Beauty,40.79,40.25,1.34,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,43,Health & Beauty,57.21,56.47,1.32,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,44,Health & Beauty,30.09,32.11,-6.31,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
10,45,Health & Beauty,87.07,88.32,-1.41,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,46,Health & Beauty,63.3,64.58,-1.98,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,47,Health & Beauty,22.64,24.1,-6.02,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
10,20,Apparel,52.37,51.88,0.94,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,19,Apparel,40.75,44.33,-8.07,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
10,18,Apparel,88.8,92.6,-4.1,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,17,Apparel,37.32,36.2,3.11,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,39,Groceries,42.51,45.09,-5.72,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
9,40,Groceries,31.18,29.98,4.03,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,41,Health & Beauty,20.84,22.58,-7.71,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
9,42,Health & Beauty,34.15,37.89,-9.87,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
9,43,Health & Beauty,54.03,52.85,2.23,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,44,Health & Beauty,29.23,30.28,-3.47,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,45,Health & Beauty,84.77,82.95,2.19,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,46,Health & Beauty,57.91,60.67,-4.55,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,47,Health & Beauty,23.13,22.4,3.26,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,48,Health & Beauty,53.63,52.72,1.72,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,49,Health & Beauty,29.76,30.21,-1.49,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,50,Health & Beauty,65.86,67.84,-2.92,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,1,Electronics,22.31,24.2,-7.82,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
8,26,Home Goods,56.71,57.22,-0.9,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,2,Electronics,60.18,63.91,-5.83,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
10,4,Electronics,22.94,24.19,-5.18,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
10,5,Electronics,19.98,20.12,-0.68,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,6,Electronics,65.6,64.0,2.49,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,7,Electronics,60.61,64.36,-5.83,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
10,8,Electronics,78.19,84.06,-6.98,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
10,9,Electronics,54.53,56.6,-3.65,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,10,Electronics,78.55,80.21,-2.07,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,11,Apparel,80.83,76.36,5.86,Increase inventory levels,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and sales_lag_7 show strong upward demand trend.
10,12,Apparel,75.5,76.09,-0.78,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,13,Apparel,91.14,92.44,-1.41,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,14,Apparel,65.1,64.46,1.0,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,15,Apparel,93.85,96.73,-2.97,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,16,Apparel,26.36,28.02,-5.9,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
10,3,Electronics,38.86,40.14,-3.18,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
5,49,Health & Beauty,19.91,21.76,-8.51,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
8,25,Home Goods,91.22,96.94,-5.9,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
8,23,Home Goods,33.53,35.1,-4.49,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,33,Groceries,52.9,51.34,3.05,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,34,Groceries,19.28,19.2,0.41,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,35,Groceries,48.38,48.87,-1.01,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,36,Groceries,57.34,57.47,-0.22,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,37,Groceries,22.78,21.95,3.82,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,38,Groceries,57.47,59.92,-4.08,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,39,Groceries,31.84,32.64,-2.46,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,40,Groceries,23.79,21.5,10.68,Increase inventory levels,High,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and sales_lag_7 show strong upward demand trend.
6,41,Health & Beauty,15.63,16.28,-3.99,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,42,Health & Beauty,25.17,27.31,-7.85,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
6,43,Health & Beauty,38.11,38.0,0.28,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,44,Health & Beauty,21.27,21.81,-2.48,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,45,Health & Beauty,56.13,59.61,-5.84,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
6,46,Health & Beauty,45.31,43.6,3.92,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,47,Health & Beauty,16.86,16.32,3.28,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,48,Health & Beauty,38.26,38.06,0.54,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,49,Health & Beauty,20.59,21.65,-4.89,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,50,Health & Beauty,49.65,49.36,0.57,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,1,Electronics,14.53,14.78,-1.72,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,2,Electronics,37.53,39.79,-5.68,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
7,3,Electronics,23.35,24.86,-6.06,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
7,4,Electronics,13.58,15.08,-9.94,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
7,5,Electronics,12.33,12.42,-0.7,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,6,Electronics,39.1,39.73,-1.6,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,7,Electronics,41.66,39.69,4.96,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,8,Electronics,52.41,52.44,-0.05,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,9,Electronics,32.05,35.0,-8.43,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
6,32,Groceries,32.51,32.63,-0.37,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,10,Electronics,48.1,49.83,-3.47,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,31,Groceries,40.82,43.48,-6.12,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
6,29,Home Goods,47.94,52.18,-8.12,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
6,2,Electronics,44.25,43.28,2.23,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,3,Electronics,27.06,27.13,-0.25,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,4,Electronics,14.86,16.37,-9.21,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
6,5,Electronics,12.79,13.56,-5.67,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
6,6,Electronics,41.76,43.4,-3.79,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,7,Electronics,41.12,43.67,-5.85,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
6,8,Electronics,57.15,56.95,0.34,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,9,Electronics,39.64,38.49,2.98,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,10,Electronics,53.21,54.25,-1.92,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,11,Apparel,51.36,51.82,-0.88,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,12,Apparel,52.73,51.66,2.08,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,13,Apparel,62.74,62.67,0.12,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,14,Apparel,46.56,43.42,7.23,Increase inventory levels,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and sales_lag_7 show strong upward demand trend.
6,15,Apparel,60.51,65.09,-7.04,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
6,16,Apparel,17.97,19.19,-6.35,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
6,17,Apparel,25.36,24.5,3.54,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,18,Apparel,63.4,62.06,2.16,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,19,Apparel,30.56,29.76,2.69,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,20,Apparel,36.16,35.36,2.26,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,21,Home Goods,28.15,30.13,-6.57,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
6,22,Home Goods,55.06,59.62,-7.65,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
6,23,Home Goods,21.34,21.71,-1.71,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,24,Home Goods,45.87,49.33,-7.02,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
6,25,Home Goods,60.5,59.89,1.01,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,26,Home Goods,33.87,35.23,-3.88,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,27,Home Goods,16.83,16.37,2.79,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,28,Home Goods,64.16,64.85,-1.07,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
