Store,Item,Forecasted_Sales,Historical_Average,Decision_Score,Risk_Score,Risk_Level,Business_Category,Priority_Rank,Priority_Level,Operational_Action,Explanation_Forecast,Explanation_SHAP,Explanation_Trend,Explanation_Risk
9,17,32.19,33.92,44.12,28.21,Low Risk,Stable Demand,252,Medium Priority,Reduce procurement volume by 5.1% to prevent inventory bloat,Forecasted demand is 5.1% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (30.1) exceeds 30-day baseline (28.6),Low forecast uncertainty: minimal volatility observed in predictions
2,30,50.07,50.6,44.1,43.92,Medium Risk,Stable Demand,253,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (45.7) exceeds 30-day baseline (43.0),Moderate uncertainty: stable metrics with minor variance
5,23,20.99,21.81,44.04,12.04,Low Risk,Stable Demand,254,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (18.1) has fallen below 30-day baseline (18.9),Low forecast uncertainty: minimal volatility observed in predictions
9,7,60.95,60.4,44.02,52.7,High Risk,Overstock Risk,255,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (54.3) exceeds 30-day baseline (53.2),Elevated uncertainty: historical sales show significant variance
5,19,29.46,29.92,44.02,21.11,Low Risk,Stable Demand,256,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (24.7) has fallen below 30-day baseline (25.7),Low forecast uncertainty: minimal volatility observed in predictions
10,31,63.77,64.57,43.98,55.5,High Risk,Overstock Risk,257,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (57.4) exceeds 30-day baseline (55.2),Elevated uncertainty: historical sales show significant variance
9,2,60.64,60.4,43.98,51.69,High Risk,Overstock Risk,258,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (54.7) exceeds 30-day baseline (53.3),Elevated uncertainty: historical sales show significant variance
1,7,51.7,51.6,43.93,43.92,Medium Risk,Stable Demand,259,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (45.9) exceeds 30-day baseline (44.4),Moderate uncertainty: stable metrics with minor variance
8,50,77.71,79.05,43.93,67.59,High Risk,Overstock Risk,260,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (66.9) has fallen below 30-day baseline (68.3),Elevated uncertainty: historical sales show significant variance
1,22,69.86,71.11,43.92,63.08,High Risk,Overstock Risk,261,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (61.7) exceeds 30-day baseline (60.3),Elevated uncertainty: historical sales show significant variance
10,25,85.02,88.5,43.83,77.77,Critical Risk,Overstock Risk,262,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (73.6) has fallen below 30-day baseline (74.9),Critical risk of variance: high historical volatility and forecasting residuals
5,18,63.77,62.51,43.73,51.63,High Risk,Overstock Risk,263,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (55.6) has fallen below 30-day baseline (57.1),Elevated uncertainty: historical sales show significant variance
4,24,67.41,67.32,43.71,60.17,High Risk,Overstock Risk,264,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (59.0) has fallen below 30-day baseline (59.4),Elevated uncertainty: historical sales show significant variance
10,30,44.85,44.53,43.7,36.94,Medium Risk,Stable Demand,265,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (38.3) has fallen below 30-day baseline (38.6),Moderate uncertainty: stable metrics with minor variance
10,4,22.94,24.19,43.67,16.51,Low Risk,Stable Demand,266,Medium Priority,Reduce procurement volume by 5.2% to prevent inventory bloat,Forecasted demand is 5.2% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (20.4) exceeds 30-day baseline (20.4),Low forecast uncertainty: minimal volatility observed in predictions
4,29,70.8,71.41,43.67,63.59,High Risk,Overstock Risk,267,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (63.0) has fallen below 30-day baseline (63.8),Elevated uncertainty: historical sales show significant variance
8,44,34.87,35.38,43.64,25.54,Low Risk,Stable Demand,268,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (30.6) has fallen below 30-day baseline (30.9),Low forecast uncertainty: minimal volatility observed in predictions
9,9,52.39,52.84,43.64,44.26,Medium Risk,Stable Demand,269,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (48.6) exceeds 30-day baseline (45.9),Moderate uncertainty: stable metrics with minor variance
3,47,23.98,24.5,43.62,15.76,Low Risk,Stable Demand,270,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (20.9) has fallen below 30-day baseline (22.2),Low forecast uncertainty: minimal volatility observed in predictions
10,14,65.1,64.46,43.62,56.5,High Risk,Overstock Risk,271,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (57.0) has fallen below 30-day baseline (58.1),Elevated uncertainty: historical sales show significant variance
5,22,61.21,59.95,43.61,49.1,Medium Risk,Stable Demand,272,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (52.6) has fallen below 30-day baseline (53.3),Moderate uncertainty: stable metrics with minor variance
1,18,72.87,74.58,43.56,68.14,High Risk,Overstock Risk,273,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (65.3) has fallen below 30-day baseline (65.5),Elevated uncertainty: historical sales show significant variance
8,6,68.89,70.34,43.55,61.6,High Risk,Overstock Risk,274,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (62.7) exceeds 30-day baseline (61.3),Elevated uncertainty: historical sales show significant variance
3,33,75.94,77.25,43.5,62.67,High Risk,Overstock Risk,275,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (66.9) has fallen below 30-day baseline (68.6),Elevated uncertainty: historical sales show significant variance
2,21,51.83,50.56,43.5,42.3,Medium Risk,Stable Demand,276,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (44.7) has fallen below 30-day baseline (45.9),Moderate uncertainty: stable metrics with minor variance
1,11,61.2,61.66,43.49,51.95,High Risk,Overstock Risk,277,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (55.1) exceeds 30-day baseline (53.2),Elevated uncertainty: historical sales show significant variance
10,18,88.8,92.6,43.48,80.6,Critical Risk,Overstock Risk,278,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (77.3) has fallen below 30-day baseline (80.7),Critical risk of variance: high historical volatility and forecasting residuals
10,20,52.37,51.88,43.43,44.63,Medium Risk,Stable Demand,279,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (45.7) exceeds 30-day baseline (45.1),Moderate uncertainty: stable metrics with minor variance
8,35,76.66,79.08,43.43,70.43,Critical Risk,Overstock Risk,280,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (69.4) exceeds 30-day baseline (69.2),Critical risk of variance: high historical volatility and forecasting residuals
7,41,14.37,15.17,43.42,3.59,Low Risk,Stable Demand,281,Medium Priority,Reduce procurement volume by 5.3% to prevent inventory bloat,Forecasted demand is 5.3% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (11.1) has fallen below 30-day baseline (12.0),Low forecast uncertainty: minimal volatility observed in predictions
10,16,26.36,28.02,43.35,18.79,Low Risk,Stable Demand,282,Medium Priority,Reduce procurement volume by 5.9% to prevent inventory bloat,Forecasted demand is 5.9% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (24.1) exceeds 30-day baseline (23.5),Low forecast uncertainty: minimal volatility observed in predictions
4,22,81.55,82.69,43.29,67.78,High Risk,Overstock Risk,283,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (69.0) has fallen below 30-day baseline (73.0),Elevated uncertainty: historical sales show significant variance
2,50,79.37,82.69,43.26,74.15,Critical Risk,Overstock Risk,284,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (70.0) exceeds 30-day baseline (69.9),Critical risk of variance: high historical volatility and forecasting residuals
2,39,53.85,55.05,43.24,46.16,Medium Risk,Stable Demand,285,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (50.0) exceeds 30-day baseline (46.5),Moderate uncertainty: stable metrics with minor variance
1,21,34.8,35.27,43.18,27.79,Low Risk,Stable Demand,286,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (30.3) has fallen below 30-day baseline (31.1),Low forecast uncertainty: minimal volatility observed in predictions
10,3,38.86,40.14,43.09,34.12,Medium Risk,Stable Demand,287,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (34.6) exceeds 30-day baseline (33.7),Moderate uncertainty: stable metrics with minor variance
2,46,71.96,73.51,43.07,64.79,High Risk,Overstock Risk,288,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (63.6) has fallen below 30-day baseline (63.8),Elevated uncertainty: historical sales show significant variance
5,17,23.85,24.44,43.02,15.86,Low Risk,Stable Demand,289,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (19.4) has fallen below 30-day baseline (20.9),Low forecast uncertainty: minimal volatility observed in predictions
4,8,78.24,78.7,42.99,70.04,Critical Risk,Overstock Risk,290,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (66.1) has fallen below 30-day baseline (70.5),Critical risk of variance: high historical volatility and forecasting residuals
10,6,65.6,64.0,42.99,54.15,High Risk,Overstock Risk,291,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (55.7) has fallen below 30-day baseline (58.8),Elevated uncertainty: historical sales show significant variance
9,43,54.03,52.85,42.95,47.97,Medium Risk,Stable Demand,292,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (46.9) has fallen below 30-day baseline (47.5),Moderate uncertainty: stable metrics with minor variance
7,8,52.41,52.44,42.94,40.11,Medium Risk,Stable Demand,293,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (46.7) exceeds 30-day baseline (45.5),Moderate uncertainty: stable metrics with minor variance
6,39,31.84,32.64,42.93,22.91,Low Risk,Stable Demand,294,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (28.3) has fallen below 30-day baseline (29.0),Low forecast uncertainty: minimal volatility observed in predictions
4,44,30.07,30.21,42.93,22.19,Low Risk,Stable Demand,295,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (25.0) has fallen below 30-day baseline (26.9),Low forecast uncertainty: minimal volatility observed in predictions
8,17,39.07,39.49,42.89,28.98,Low Risk,Stable Demand,296,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (33.7) has fallen below 30-day baseline (34.1),Low forecast uncertainty: minimal volatility observed in predictions
6,36,57.34,57.47,42.86,49.37,Medium Risk,Stable Demand,297,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (50.4) exceeds 30-day baseline (48.8),Moderate uncertainty: stable metrics with minor variance
6,23,21.34,21.71,42.82,11.73,Low Risk,Stable Demand,298,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (17.4) has fallen below 30-day baseline (19.5),Low forecast uncertainty: minimal volatility observed in predictions
8,22,91.79,96.47,42.8,87.84,Critical Risk,Overstock Risk,299,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (79.6) has fallen below 30-day baseline (84.5),Critical risk of variance: high historical volatility and forecasting residuals
9,21,41.25,41.52,42.77,34.36,Medium Risk,Stable Demand,300,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (35.0) has fallen below 30-day baseline (35.4),Moderate uncertainty: stable metrics with minor variance
9,12,69.52,71.65,42.73,64.29,High Risk,Overstock Risk,301,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (62.6) exceeds 30-day baseline (60.9),Elevated uncertainty: historical sales show significant variance
1,35,58.16,58.03,42.71,46.19,Medium Risk,Stable Demand,302,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (52.0) exceeds 30-day baseline (51.1),Moderate uncertainty: stable metrics with minor variance
3,38,85.53,89.64,42.71,79.17,Critical Risk,Overstock Risk,303,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (75.4) has fallen below 30-day baseline (78.0),Critical risk of variance: high historical volatility and forecasting residuals
1,31,52.21,51.78,42.62,42.17,Medium Risk,Stable Demand,304,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (44.6) exceeds 30-day baseline (44.4),Moderate uncertainty: stable metrics with minor variance
6,48,38.26,38.06,42.53,28.1,Low Risk,Stable Demand,305,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (31.9) has fallen below 30-day baseline (33.7),Low forecast uncertainty: minimal volatility observed in predictions
4,9,53.93,52.87,42.53,45.73,Medium Risk,Stable Demand,306,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (46.0) has fallen below 30-day baseline (46.8),Moderate uncertainty: stable metrics with minor variance
6,8,57.15,56.95,42.49,48.41,Medium Risk,Stable Demand,307,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (50.1) exceeds 30-day baseline (49.4),Moderate uncertainty: stable metrics with minor variance
9,10,72.85,75.04,42.48,66.41,High Risk,Overstock Risk,308,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (65.7) has fallen below 30-day baseline (65.9),Elevated uncertainty: historical sales show significant variance
4,33,68.99,71.66,42.47,60.28,High Risk,Overstock Risk,309,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (63.3) exceeds 30-day baseline (62.1),Elevated uncertainty: historical sales show significant variance
3,14,65.28,65.18,42.47,55.2,High Risk,Overstock Risk,310,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (56.4) has fallen below 30-day baseline (57.0),Elevated uncertainty: historical sales show significant variance
10,47,22.64,24.1,42.45,16.8,Low Risk,Stable Demand,311,Medium Priority,Reduce procurement volume by 6.0% to prevent inventory bloat,Forecasted demand is 6.0% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (20.0) has fallen below 30-day baseline (20.1),Low forecast uncertainty: minimal volatility observed in predictions
10,41,23.65,24.13,42.42,15.05,Low Risk,Stable Demand,312,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (20.1) has fallen below 30-day baseline (22.0),Low forecast uncertainty: minimal volatility observed in predictions
5,20,34.95,35.59,42.38,24.71,Low Risk,Stable Demand,313,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (30.1) has fallen below 30-day baseline (31.0),Low forecast uncertainty: minimal volatility observed in predictions
4,49,29.43,30.11,42.38,20.4,Low Risk,Stable Demand,314,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (24.4) has fallen below 30-day baseline (25.7),Low forecast uncertainty: minimal volatility observed in predictions
7,4,13.58,15.08,42.37,2.82,Low Risk,Stable Demand,315,Medium Priority,Reduce procurement volume by 9.9% to prevent inventory bloat,Forecasted demand is 9.9% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (12.3) exceeds 30-day baseline (12.2),Low forecast uncertainty: minimal volatility observed in predictions
7,22,53.8,54.73,42.32,49.67,Medium Risk,Stable Demand,316,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (49.6) exceeds 30-day baseline (47.1),Moderate uncertainty: stable metrics with minor variance
1,17,27.91,29.36,42.25,19.89,Low Risk,Stable Demand,317,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (25.0) has fallen below 30-day baseline (25.1),Low forecast uncertainty: minimal volatility observed in predictions
2,49,35.36,36.89,42.25,27.77,Low Risk,Stable Demand,318,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (31.7) exceeds 30-day baseline (31.2),Low forecast uncertainty: minimal volatility observed in predictions
3,39,49.33,48.84,42.24,41.19,Medium Risk,Stable Demand,319,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (43.0) has fallen below 30-day baseline (43.5),Moderate uncertainty: stable metrics with minor variance
3,7,64.11,65.01,42.22,51.67,High Risk,Overstock Risk,320,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (57.4) exceeds 30-day baseline (56.9),Elevated uncertainty: historical sales show significant variance
2,37,36.03,36.46,42.21,28.12,Low Risk,Stable Demand,321,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (31.1) has fallen below 30-day baseline (32.3),Low forecast uncertainty: minimal volatility observed in predictions
7,46,39.48,39.82,41.97,32.63,Medium Risk,Stable Demand,322,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (33.4) has fallen below 30-day baseline (34.6),Moderate uncertainty: stable metrics with minor variance
3,20,53.66,52.88,41.88,44.31,Medium Risk,Stable Demand,323,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (46.4) has fallen below 30-day baseline (47.0),Moderate uncertainty: stable metrics with minor variance
2,43,64.33,64.28,41.84,56.61,High Risk,Overstock Risk,324,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (56.7) has fallen below 30-day baseline (57.8),Elevated uncertainty: historical sales show significant variance
1,43,44.51,45.14,41.81,38.16,Medium Risk,Stable Demand,325,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (38.6) exceeds 30-day baseline (38.4),Moderate uncertainty: stable metrics with minor variance
5,34,17.83,19.21,41.72,9.79,Low Risk,Stable Demand,326,Medium Priority,Reduce procurement volume by 7.2% to prevent inventory bloat,Forecasted demand is 7.2% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (15.6) has fallen below 30-day baseline (16.1),Low forecast uncertainty: minimal volatility observed in predictions
1,25,70.71,71.07,41.68,61.0,High Risk,Overstock Risk,327,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (60.3) has fallen below 30-day baseline (63.2),Elevated uncertainty: historical sales show significant variance
1,29,62.11,61.51,41.67,52.92,High Risk,Overstock Risk,328,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (53.9) has fallen below 30-day baseline (55.4),Elevated uncertainty: historical sales show significant variance
10,40,31.85,32.22,41.6,22.41,Low Risk,Stable Demand,329,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (27.1) has fallen below 30-day baseline (29.2),Low forecast uncertainty: minimal volatility observed in predictions
7,10,48.1,49.83,41.52,42.77,Medium Risk,Stable Demand,330,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (43.7) exceeds 30-day baseline (41.1),Moderate uncertainty: stable metrics with minor variance
